DBA,BORO,ZIPCODE,Latitude,Longitude
AQUA BOIL,Manhattan,10019,40.76376354,-73.98872981
LOTOS CLUB GRILL ROOM,Manhattan,10065,40.76848374,-73.96942898
DUNKIN DONUTS,Manhattan,10016,40.74743687,-73.98217497
VIDA VERDE,Manhattan,10019,40.76499521,-73.98286698
NAM SON RESTAURANT,Manhattan,10002,40.71828597,-73.99432187
TAO HONG BAKERY,Manhattan,10002,40.71731158,-73.99428227
CILANTRO NYC,Manhattan,10024,40.78476936,-73.9734117
BRINE,Manhattan,10011,40.74062574,-74.00186929
UPSTAIRS BAR,Manhattan,10002,40.71495644,-73.99207482
PATSY'S ITALIAN RESTAURANT,Manhattan,10019,40.7656182,-73.98239751
THE CONSULATE,Manhattan,10024,40.78589726,-73.97258791
TASTINGS,Manhattan,10029,40.79365336,-73.94166621
RAINES LAW ROOM,Manhattan,10011,40.73855878,-73.99379329
AINSLIE BOWERY,Manhattan,10002,40.72114324,-73.99370112
VANGUARD WINE BAR,Manhattan,10021,40.76870419,-73.95532385
CHAMA MAMA,Manhattan,10011,40.73793039,-73.99819574
EMACK & BOLIO'S,Manhattan,10028,40.77385183,-73.95156549
GFC CAFE 2,Manhattan,10021,40.76547955,-73.95648123
DONOHUE'S STEAK HOUSE,Manhattan,10065,40.76551288,-73.96576979
EARL'S BEER & CHEESE,Manhattan,10029,40.78743575,-73.95189141
Craft + Carry,Manhattan,10028,40.77689338,-73.95244426
JUICE VITALITY,Manhattan,10009,40.7297718,-73.98368789
BLANK STREET,Manhattan,10038,40.7093517,-74.00664764
SUSHI FUSSION,Manhattan,10036,40.75708428,-73.97962042
DANIEL,Manhattan,10065,40.76702863,-73.96797117
Ralph's Famous Italian Ices Ice Cream,Manhattan,10011,40.74309873,-73.99637676
PICA POLLO JOA RESTAURANT,Manhattan,10033,40.84776505,-73.93485222
THE BOWERY BALLROOM,Manhattan,10002,40.72020453,-73.99366152
Four Four South Village,Manhattan,10036,40.76054128,-73.98973387
ODA HOUSE,Manhattan,10021,40.76828963,-73.95507142
BABY BRASA,Manhattan,10014,40.73590201,-74.00147223
RAMEN ISHIDA CHELSEA,Manhattan,10011,40.74057634,-74.00190537
ZINC,Manhattan,10012,40.72978668,-73.99884181
QIN DE CORPORATION,Manhattan,10002,40.71360894,-73.9955884
STARBUCKS,Manhattan,10016,40.74852109,-73.98241288
THE CASUAL GREEK,Manhattan,10017,40.75098092,-73.97137159
MARSHALL STACK,Manhattan,10002,40.72058305,-73.99003948
DIMES,Manhattan,10002,40.71450896,-73.99096745
YUM YUM TOO,Manhattan,10036,40.76107385,-73.99068316
AMO SEAFOOD,Manhattan,10003,40.7342989,-73.99368183
BEAUTY AND ESSEX,Manhattan,10002,40.72045377,-73.98720756
BURGER KING,Manhattan,10004,40.70497606,-74.01237469
GOSPEL,Manhattan,10012,40.72400614,-73.99619381
ALI BABA MEDITERRANEAN CUISINE,Manhattan,10022,40.75738649,-73.96867969
KAFFE ARE,Manhattan,10013,40.72064892,-74.01007597
BROOKLYN CHOPHOUSE TIMES SQUARE,Manhattan,10036,40.75990688,-73.98628308
MERCHANTS CIGAR BAR/TRADEWELL PARK,Manhattan,10065,40.76124045,-73.96079048
RESOLUTION 39,Manhattan,10018,40.75453571,-73.98933416
NINE CASES,Manhattan,10003,40.72485648,-73.98819525
VAN LEEUWEN ICE CREAM,Manhattan,10036,40.75951963,-73.98440612
"HELLO, YAM!",Manhattan,10009,40.7274167,-73.9830246
IRVING FARM,Manhattan,10024,40.78351896,-73.9792548
DYCKMAN BAR,Manhattan,10034,40.86568096,-73.92743372
L CHINGON MEXICAN CUISINE,Manhattan,10033,40.85120991,-73.93053651
SUSHI NOZ,Manhattan,10011,40.74373267,-74.00606645
WONDER,Manhattan,10004,40.70491598,-74.00904567
JACKS STIR BREW COFFEE,Manhattan,10013,40.71640279,-74.0097182
UNREGULA PIZZA,Manhattan,10075,40.77466447,-73.9591181
HAKURAKUSO,Manhattan,10022,40.7556138,-73.97030118
IL MATTONE,Manhattan,10013,40.72066547,-74.00906224
THE WOLFE,Manhattan,10024,40.7840484,-73.97765134
WINGSTOP,Manhattan,10031,40.82322473,-73.95243271
THE PERFECT PINT,Manhattan,10036,40.75713981,-73.98357287
THE TIMES EATERY,Manhattan,10036,40.75799136,-73.98921809
LITTLE MORE,Manhattan,10013,40.71581002,-74.00841226
LUPA OSTERIA ROMANA,Manhattan,10012,40.72766773,-74.00029224
TIKI CHICK,Manhattan,10024,40.78684763,-73.97561008
GUMPTION COFFEE,Manhattan,10036,40.7569888,-73.98325888
FINN'S BAGELS,Manhattan,10018,40.75620775,-73.99797145
PERSHING SQUARE CAPITAL,Manhattan,10019,40.76891026,-73.99242579
TAP-A-KEG,Manhattan,10025,40.80019076,-73.96808157
SAPOARA,Manhattan,10035,40.79621626,-73.93523875
MOLYVOS,Manhattan,10036,40.75935853,-73.99278785
BRASSERIE VIET NAM,Manhattan,10014,40.73181227,-74.00335201
PURA VIDA MIAMI,Manhattan,10001,40.74418793,-73.98894606
MATTO ESPRESSO,Manhattan,10038,40.70967536,-74.00969557
CAFE LYRIA,Manhattan,10012,40.7258506,-73.99530978
BIRCH COFFEE,Manhattan,10065,40.7643441,-73.96741653
THEBUSINESS OF HOSPITALITY LLC,Manhattan,10021,40.77100114,-73.96179561
HAMA,Manhattan,10019,40.75947457,-73.9774683
LA RUBIA,Manhattan,10013,40.71923306,-73.99996392
ROSTICERIA Y TORTILLERIA LUPITA,Manhattan,10035,40.80020994,-73.94044323
THUMA,Manhattan,10012,40.72448928,-74.00086226
BLUE BAR LOBBY (ALGONQUIN HOTEL),Manhattan,10036,40.75554758,-73.98175409
CAROL'S CAFE,Manhattan,10022,40.75620103,-73.96971618
PIZZA AND SHAKES,Manhattan,10019,40.76577711,-73.98063938
ZEST,Manhattan,10002,40.71798374,-73.98981982
BEATNIC,Manhattan,10012,40.72270515,-73.99696954
KOSSAR'S,Manhattan,10023,40.77943822,-73.98363234
CHARLES PAN-FRIED CHICKEN,Manhattan,10027,40.81240066,-73.95541362
CHOP'T,Manhattan,10019,40.76131158,-73.98183192
ESTANCIA 460,Manhattan,10013,40.72372859,-74.00949199
PICK-A-BAGEL,Manhattan,10010,40.73860705,-73.98265728
TORISHIN,Manhattan,10019,40.76486393,-73.98642646
ATTABOY COCKTAILS,Manhattan,10002,40.71890612,-73.9915657
CHINESE TUXEDO/PEACHY'S,Manhattan,10013,40.71430892,-73.99792945
MOMOYA CHELSEA,Manhattan,10011,40.74265958,-73.99667271
LITTLE MAVEN,Manhattan,10011,40.73897045,-73.99294162
CREATIVE CAKES,Manhattan,10021,40.7689647,-73.95470633
FAMOUS FAMIGLIA PIZZERIA,Manhattan,10036,40.75815603,-73.98909895
INTERLUDE CAFE,Manhattan,10013,40.72106625,-74.0083985
BEER RUN,Manhattan,10011,40.7418005,-73.99779867
CHINA KING,Manhattan,10029,40.79422034,-73.94481862
STARBUCKS COFFEE # 69349,Manhattan,10019,40.76707037,-73.98375453
GROUND CENTRAL COFFEE COMPANY,Manhattan,10019,40.76117429,-73.98151069
TALK WITH TEA INC,Manhattan,10013,40.71780299,-73.99690844
CHEESE LOVERS,Manhattan,10035,40.7994461,-73.93891609
OAKBERRY,Manhattan,10075,40.77378013,-73.95764557
BROOKLYN BREAD CAFE,Manhattan,10007,40.71510424,-74.01252808
JANIE'S LIFE - CHANGING BAKED GOODS,Manhattan,10024,40.78406501,-73.97842049
SOCIAL CIRCLE at CAMBRIA HOTELS & SUITES NEW YORK-CHELSEA,Manhattan,10001,40.74640591,-73.99138175
Butter Smashburgers,Manhattan,10012,40.72943535,-74.00094531
LUCKY,Manhattan,10009,40.72721853,-73.97965845
BARFLY,Manhattan,10010,40.73704553,-73.9844547
CAPPONE'S SALUMERIA,Manhattan,10014,40.73714528,-74.00522868
DOC HOLIDAYS,Manhattan,10009,40.72710925,-73.98277573
SAN MATTEO,Manhattan,10128,40.77989522,-73.95025758
7 GRAMS CAFFE,Manhattan,10016,40.74385821,-73.98581003
SUBWAY,Manhattan,10029,40.79780514,-73.93967969
SAMMY L COFFEE,Manhattan,10003,40.73180898,-73.98824813
LEO CAFE @ ASIA SOCIETY,Manhattan,10021,40.77002491,-73.96459412
CLUB WYNN - GERA GERA,Manhattan,10022,40.7572931,-73.96845594
DON ANTONIO RESTAURANT,Manhattan,10019,40.76255563,-73.98673016
BISOU,Manhattan,10013,40.72373987,-74.00466121
WONDER,Manhattan,10003,40.72986579,-73.98931647
AURA KITCHEN AND BAR,Manhattan,10003,40.72682696,-73.98585336
GRAN VIA,Manhattan,10004,40.70443555,-74.01019975
DESPANA,Manhattan,10013,40.72091009,-73.99782462
WHITMAN'S,Manhattan,10009,40.72793564,-73.98431973
ARTHUR & SONS NY ITALIAN,Manhattan,10014,40.73798796,-74.00431579
C AS IN CHARLIE,Manhattan,10012,40.72532894,-73.99256786
LILLI AND LOO,Manhattan,10065,40.76361117,-73.96715698
KOBE SUSHI JAPANESE CUISINE,Manhattan,10075,40.77090362,-73.95077337
YE'S APOTHECARY,Manhattan,10002,40.71944667,-73.98955985
PAPPA EMAS CORP,Manhattan,10002,40.71968263,-73.98856414
REBAR,Manhattan,10011,40.74214086,-73.99861424
LOLA LOLA RESTAURANT & BAR,Manhattan,10033,40.84571283,-73.9363506
DUNKIN',Manhattan,10038,40.70664542,-74.00530563
FRIEDMANS,Manhattan,10036,40.75972019,-73.98588605
"JIMMY'S HOUSE, IF CHA",Manhattan,10010,40.74027311,-73.98262436
ROCKEFELLER UNIVERSITY - CAFE,Manhattan,10065,40.76375017,-73.95600224
"DEN SOCIAL, KARAOKE DUET",Manhattan,10018,40.75072563,-73.98599985
BIG ARC CHICKEN,Manhattan,10003,40.73113306,-73.98272418
TARALLUCCI E VINO,Manhattan,10016,40.7437703,-73.98517129
THE HUMMUS & PITA CO.,Manhattan,10028,40.77855983,-73.95336381
PAVE NYC,Manhattan,10036,40.75639815,-73.97993826
VEGETARIAN DIM SUM HOUSE,Manhattan,10013,40.71485514,-73.99818555
ELIS WINE BAR,Manhattan,10025,40.80278334,-73.96400954
NORTH DUMPLING LLC,Manhattan,10002,40.71410851,-73.99623406
DON ANGIE,Manhattan,10014,40.73764767,-74.00220119
SUSHI YASUDA,Manhattan,10017,40.75125867,-73.97356228
GREGORYS COFFEE,Manhattan,10022,40.75881803,-73.97487679
GREEN HILL CAFE INC,Manhattan,10010,40.73864236,-73.98036583
CAFE ZAFFRI,Manhattan,10003,40.73711494,-73.99218043
CACIO & PEPE,Manhattan,10003,40.73068888,-73.98613397
POP'S EAT-RITE,Manhattan,10009,40.72723849,-73.98444257
HARMONIE CLUB,Manhattan,10022,40.76471314,-73.97215986
AFGHAN KEBAB HOUSE,Manhattan,10021,40.76994995,-73.95441683
FLEX,Manhattan,10019,40.76432624,-73.98899686
SUSHI W,Manhattan,10025,40.79827522,-73.96915158
LYDIA'S,Manhattan,10009,40.7234594,-73.98827487
TSUKIMI,Manhattan,10003,40.72912426,-73.98530445
MIKAKU,Manhattan,10012,40.72123944,-73.99676758
CIAO BELLA PIZZA,Manhattan,10001,40.7452094,-73.9948176
THE LAMB RESTAURANT,Manhattan,10036,40.7565333,-73.98413972
PATSY'S PIZZERIA,Manhattan,10017,40.7503909,-73.97179412
GRILL 21,Manhattan,10010,40.73576027,-73.97988316
SUSHI COUNTER LIMITED,Manhattan,10009,40.72879968,-73.98063935
MADMAN ESPRESSO & BAKERY,Manhattan,10014,40.73352223,-74.00435159
VICE VERSA,Manhattan,10019,40.76330493,-73.98656756
"BROOKLYN CALEDONIA III, LLC",Manhattan,10038,40.70963441,-74.00661881
Kennedy Fried Chicken,Manhattan,10027,40.81526437,-73.95791531
"WCOU RADIO , TILE BAR",Manhattan,10003,40.72706298,-73.98568013
FOSSETTA,Manhattan,10002,40.7224631,-73.98881619
NAYA,Manhattan,10024,40.78756433,-73.9771482
HAYES THEATER,Manhattan,10036,40.75796099,-73.98753241
GABRIEL KREUTHER,Manhattan,10036,40.75403528,-73.98219846
ZUCKER'S BAGELS,Manhattan,10011,40.74485818,-73.99878741
BLACK CRESCENT,Manhattan,10002,40.71885332,-73.98517324
INWOOD SOCIAL,Manhattan,10034,40.86384607,-73.92523034
ROCKEFELLER FOUNDATION,Manhattan,10018,40.75080205,-73.98284538
EYES ON HUDSON CAFE,Manhattan,10036,40.76196901,-73.99892788
GOSSIPS,Manhattan,10019,40.76324207,-73.98913421
BERBER STREET FOOD CATERING LLC,Manhattan,10035,40.80016768,-73.93837003
ONE LOVE TAVERN,Manhattan,10032,40.83668969,-73.93922147
GROUND CENTRAL COFFEE COMPANY,Manhattan,10017,40.75271916,-73.97479248
KARAOKE DUET 48,Manhattan,10017,40.75344511,-73.96904249
GOTHAM COFFEE ROASTERS,Manhattan,10011,40.7395029,-73.99235697
SVETA,Manhattan,10014,40.72975641,-74.00425392
TAO DOWNTOWN,Manhattan,10011,40.74246193,-74.00426195
CROWN FRIED CHICKEN,Manhattan,10032,40.83489531,-73.94053131
BUCEO 95,Manhattan,10025,40.79346416,-73.97104988
THE HANDFULLED NOODLE,Manhattan,10036,40.75916073,-73.99036939
YAMADA CHIKARA NEW YORK,Manhattan,10017,40.75472994,-73.97011028
JOE'S PUB,Manhattan,10003,40.72892456,-73.99221748
CIAO PAISAN,Manhattan,10024,40.78330203,-73.9787385
TOWN HALL THEATRE,Manhattan,10036,40.75583616,-73.98438172
RICE BIRD,Manhattan,10003,40.7287758,-73.98631477
DUNKIN' / BASKIN ROBBINS,Manhattan,10011,40.73780134,-73.99649974
LE CAFE COFFEE,Manhattan,10022,40.75980495,-73.96993112
TAKUMI OMAKASE,Manhattan,10002,40.72190017,-73.98647493
BLAKE AND TODD,Manhattan,10022,40.75943805,-73.9735518
JO JO,Manhattan,10065,40.76515872,-73.96547034
META HOT POT,Manhattan,10018,40.7513072,-73.98358875
ARMONIE,Manhattan,10035,40.79966501,-73.94295036
SPICE MANTRA,Manhattan,10022,40.75815155,-73.96614177
PIZZA STOP,Manhattan,10037,40.8151796,-73.94007934
COFFEE INN INC,Manhattan,10021,40.76683828,-73.95668611
PIER 60,Manhattan,10011,40.74667474,-74.01041917
LANGAN’S,Manhattan,10036,40.75830343,-73.98250413
YOPPARAI RONIN,Manhattan,10002,40.71933363,-73.98494947
Olde City Cheesesteaks & Brew,Manhattan,10036,40.7582469,-73.99274826
GRAY'S PAPAYA 72 BROADWAY,Manhattan,10023,40.777997,-73.98209815
PLANTSHED CAFE,Manhattan,10012,40.72243052,-73.99344124
JAPAS NY,Manhattan,10016,40.75062076,-73.98191786
LES TROIS CHEVAUX,Manhattan,10014,40.73754606,-74.00400904
EL CAPRI III,Manhattan,10031,40.82129864,-73.95420087
BANGKOK SUPPER CLUB,Manhattan,10014,40.73900073,-74.005467
NO. 142 BAR,Manhattan,10012,40.72697603,-74.0019591
FLYFISH CLUB,Manhattan,10002,40.72329761,-73.98988033
5 BAR KARAOKE,Manhattan,10001,40.7478822,-73.9872528
SKIN CONTACT,Manhattan,10002,40.71762423,-73.99047281
COTTA,Manhattan,10024,40.78560088,-73.9728047
KURO KUMA ESPRESSO & COFFEE,Manhattan,10027,40.81400811,-73.96023544
LA COMPAGNIE,Manhattan,10010,40.7424588,-73.98974028
DUNKIN,Manhattan,10024,40.78169098,-73.97937454
CHALONG,Manhattan,10019,40.76379647,-73.98872981
JUST SALAD,Manhattan,10021,40.76666541,-73.95681258
LE DIVE,Manhattan,10002,40.71465169,-73.99107204
BONJOUR MIXEUR,Manhattan,10128,40.78432328,-73.952067
SAM'S FRIED ICE CREAM,Manhattan,10002,40.71579354,-73.99143623
CORNER BISTRO,Manhattan,10014,40.73792485,-74.00386112
SUSHI YOLO,Manhattan,10019,40.76729277,-73.98428155
THE ROSE,Manhattan,10001,40.74486349,-73.99351481
DIVYA'S KITCHEN,Manhattan,10003,40.72365427,-73.98816299
LA VOGLIA,Manhattan,10128,40.7827172,-73.95111848
P.F. CHANG'S CHINA BISTRO,Manhattan,10003,40.73436745,-73.99239004
SAKURA SUSHI 88 INC.,Manhattan,10001,40.74728699,-73.99159457
HILL AND BAY,Manhattan,10016,40.74333251,-73.9768675
AMY'S RESTAURANT,Manhattan,10034,40.86700776,-73.92078688
ROSIE DUNN,Manhattan,10017,40.75297122,-73.97282529
TALKIN TACOS,Manhattan,10033,40.84745668,-73.93807665
MARUMI,Manhattan,10012,40.72876562,-73.99836196
STARBUCKS,Manhattan,10028,40.77604421,-73.94999328
G'S CHEESESTEAKS,Manhattan,10009,40.72170219,-73.98367183
CHARLIE'S PIZZA,Manhattan,10033,40.85189414,-73.93185878
YOKOX OMAKASE,Manhattan,10009,40.72285761,-73.98281291
WINGSTOP,Manhattan,10019,40.76562113,-73.98368268
JADE SUSHI STEAK & BAR,Manhattan,10033,40.85198192,-73.93176833
DUNKIN',Manhattan,10019,40.76364459,-73.98159664
CARAVAN OF DREAMS,Manhattan,10009,40.72623133,-73.98576329
HALAL CHICKS 2 INC.,Manhattan,10025,40.80004901,-73.96225925
RAMEN BY RA,Manhattan,10012,40.72645425,-73.99178121
JING FONG,Manhattan,10024,40.78256644,-73.97875679
THE DICKENS,Manhattan,10036,40.76080727,-73.98718895
JAM ROCK SPICE RESTAURANT INC,Manhattan,10031,40.82420411,-73.9451586
Benvenuto Pizza #2 Corp,Manhattan,10033,40.84410132,-73.93573049
ANOTHEROOM,Manhattan,10013,40.71985323,-74.00579731
STICKETT INN,Manhattan,10003,40.72861637,-73.98454688
JET'S PIZZA,Manhattan,10025,40.79371383,-73.97062361
KFC,Manhattan,10033,40.84989836,-73.93601042
CELLINI,Manhattan,10022,40.76004451,-73.97300649
MARELUNA,Manhattan,10012,40.72679487,-74.00208177
VIET SPOT,Manhattan,10038,40.71052367,-74.0074413
"AYAZ & AVDAN, INC.",Manhattan,10065,40.76375936,-73.96705222
HILTON GARDEN INN CHELSEA,Manhattan,10001,40.74638943,-73.99134206
MCDONALD'S,Manhattan,10009,40.73121808,-73.9822587
THE NAKED PIG,Manhattan,10022,40.75929123,-73.96826007
KETCHY SHUBY,Manhattan,10013,40.72086892,-73.99773082
SONG E' NAPULE UWS,Manhattan,10024,40.78532453,-73.97674814
HAWA SMOOTHIE & BUBBLE TEA,Manhattan,10011,40.73547657,-73.99819581
SUBWAY,Manhattan,10021,40.76926003,-73.95199485
MIMI CHENG'S DUMPLINGS,Manhattan,10003,40.73058459,-73.98623502
ROYAL 35 STEAK HOUSE,Manhattan,10016,40.74900163,-73.98383113
Dunkin Donuts,Manhattan,10001,40.74757275,-74.00054497
THE HONEYWELL,Manhattan,10031,40.8285288,-73.94890217
FIVE GUYS FAMOUS BURGERS AND FRIES,Manhattan,10036,40.75687421,-73.98892951
FRASKO DELI,Manhattan,10033,40.84860516,-73.93053924
KENNEDY CHICKEN BURGER & GYRO,Manhattan,10029,40.79541239,-73.93584629
SUSHI LAB - EAST VILLAGE,Manhattan,10003,40.72983513,-73.9851311
NAN XIANG XIAO LONG BAO,Manhattan,10003,40.72915211,-73.98897021
LITTLE ITALY PIZZA,Manhattan,10016,40.74765683,-73.98480951
DA ANDREA RISTORANTE,Manhattan,10011,40.74215459,-74.00075784
MINO BRASSERIE,Manhattan,10011,40.73756259,-74.00147948
BURGERS AND GRILL,Manhattan,10033,40.8513706,-73.92850127
ACME BAR & GRILL,Manhattan,10012,40.7274123,-73.99392061
STARBUCKS COFFEE,Manhattan,10017,40.75402777,-73.97205606
FRANKIE'S KITCHEN,Manhattan,10003,40.72835355,-73.99075991
JASPER'S TAPHOUSE & KITCHEN,Manhattan,10019,40.76424658,-73.98840123
MAKANA HAWAIIAN EATERY,Manhattan,10025,40.80016792,-73.96506202
MAXI'S NOODLE 3 INC,Manhattan,10013,40.71618909,-73.9981314
HUNDSON VU ROOFTOP (INK HOTEL),Manhattan,10036,40.76431022,-73.99578357
FRED'S,Manhattan,10024,40.78559073,-73.97655304
SAKEBAR DECIBEL,Manhattan,10003,40.72955551,-73.9881439
KPOT KOREAN BBQ & HOT POT,Manhattan,10018,40.75495864,-73.99226496
CENTRO PIZZA,Manhattan,10075,40.77164969,-73.95629305
260‘S NEW YORK,Manhattan,10018,40.75481025,-73.98998381
Georgie's,Manhattan,10002,40.71696507,-73.98640739
AUBIRAMSA NY 3 LLC,Manhattan,10011,40.73483156,-73.99893193
MAJESTIC THEATER,Manhattan,10036,40.75808179,-73.98777062
NOSH! - COURTYARD BY MARRIOTT,Manhattan,10018,40.75387385,-73.98584759
ARLO NOMAD  DINER,Manhattan,10016,40.74619941,-73.98514187
THE PINEAPPLE CLUB,Manhattan,10009,40.72527035,-73.98347252
SENZA GLUTEN,Manhattan,10012,40.72909226,-74.00019123
CUNY JOHN JAY-STUDENT CAFETERIA (E0687),Manhattan,10019,40.77077911,-73.988512
SHADES OF GREEN,Manhattan,10003,40.73454548,-73.9880095
THE HEADLESS WIDOW,Manhattan,10003,40.72648115,-73.98610959
DOKODEMO,Manhattan,10003,40.72632508,-73.98974277
MJ SMITH FOOD & SPIRITS,Manhattan,10017,40.75516007,-73.9788919
ANIXI,Manhattan,10001,40.74631014,-73.99772995
STEPHEN SONDHEIM THEATRE,Manhattan,10036,40.75583891,-73.98442864
CASA THIRTEEN,Manhattan,10002,40.72023473,-73.99382025
SRIMANTRA INC,Manhattan,10128,40.78276387,-73.94507731
BLUE WILLOW,Manhattan,10019,40.76285578,-73.97584271
JANE DOE LOUNGE,Manhattan,10036,40.75506981,-73.98066056
CASA BELLA,Manhattan,10013,40.71799515,-73.99803755
SLUTTY VEGAN,Manhattan,10030,40.81651677,-73.94662091
LA PLACITA TAQUERIA & CAFFE,Manhattan,10032,40.83744339,-73.94241189
THAI BKK,Manhattan,10035,40.80296735,-73.93843244
TAAM TOV RESTAURANT,Manhattan,10036,40.75725177,-73.97996688
ARCHER AND GOAT,Manhattan,10026,40.80423745,-73.94807565
ZAFI'S LUNCHEONETTE,Manhattan,10002,40.71473855,-73.98260579
EMPELLON,Manhattan,10022,40.75964407,-73.97429893
ROMA PIZZA,Manhattan,10019,40.7631209,-73.98548102
TACO MIX,Manhattan,10029,40.79756332,-73.93914537
CLASS ON 38TH,Manhattan,10018,40.75168609,-73.98444405
WILLIAMSBURG PIZZA,Manhattan,10028,40.77640772,-73.95282373
MAD JUICY,Manhattan,10030,40.81672992,-73.9391928
DIG,Manhattan,10012,40.72814518,-73.99448339
RITENOW,Manhattan,10016,40.75068666,-73.98211635
ALL'ANTICO VINAIO,Manhattan,10014,40.7327153,-74.00327628
BRUNCH,Manhattan,10024,40.78354108,-73.98018644
SALINAS,Manhattan,10011,40.74370808,-74.00333456
"TREND TASTE, CORP.",Manhattan,10001,40.74484948,-73.9896136
BURRATA BASIL PIZZA,Manhattan,10009,40.73008148,-73.9806065
STARBUCKS,Manhattan,10005,40.70499297,-74.00715575
PATISSERIE VANESSA,Manhattan,10128,40.78152172,-73.95412001
STARBUCKS COFFEE #80074,Manhattan,10013,40.71977606,-74.010249
ARTE RESTAURANT,Manhattan,10003,40.73234743,-73.99472479
AMY RUTH’S DOWNTOWN,Manhattan,10011,40.73657712,-73.99496983
CASA LATINA RESTAURANT NYC LLC,Manhattan,10033,40.85031659,-73.93300986
5TH & MAD,Manhattan,10016,40.74950656,-73.98309835
Get A Real Job LLC,Manhattan,10024,40.78292622,-73.9799483
VAN LEEUWEN ICE CREAM,Manhattan,10038,40.70747994,-74.00222904
MADAME BONTE,Manhattan,10128,40.7833662,-73.94770922
BONNIE VEE,Manhattan,10002,40.7225018,-73.99204867
FUMO,Manhattan,10028,40.7767946,-73.95251655
DON PACO LOPEZ PANADERIA,Manhattan,10035,40.79815656,-73.93984912
PALERMO ARGENTINIAN BISTRO NYC,Manhattan,10036,40.7605907,-73.98980245
CHIPOTLE MEXICAN GRILL,Manhattan,10019,40.76355059,-73.97776293
PURE THAI RESTAURANT,Manhattan,10019,40.76429324,-73.98834346
CHELSEA BAGEL & PIZZERIA,Manhattan,10016,40.74748356,-73.98233014
DOMINO'S PIZZA #3685,Manhattan,10023,40.77807357,-73.9804011
BRADDAH'S/DON POKE/LITTLE MINT/LA BIRRIA DE RES/CRAFT BURGER/BUTTERFISH/CRUMBS/BAO WORKS,Manhattan,10011,40.73551211,-73.99398121
LA PECORA BIANCA,Manhattan,10014,40.73957698,-74.00801472
THE MERMAID INN,Manhattan,10023,40.77980214,-73.9770281
PARM,Manhattan,10012,40.72308938,-73.99580062
EAT PRETTY SWEETS,Manhattan,10028,40.7738284,-73.94819332
VENCHI Chocolate & Gelato,Manhattan,10075,40.7740251,-73.95955897
JORDAN SNACK BAR AND BURGER,Manhattan,10040,40.85577867,-73.93311279
PANERA BREAD #7024,Manhattan,10010,40.74221464,-73.99119464
GANGNAM KOREAN BBQ & HOT POT,Manhattan,10002,40.71444039,-73.99164562
VON,Manhattan,10012,40.72530424,-73.99247767
INDIGO,Manhattan,10036,40.75946826,-73.9918818
OMAKASE 33,Manhattan,10016,40.7455014,-73.97965284
ALIMAMA TEA CAFE,Manhattan,10013,40.71583229,-73.99911621
SAGRA PIZZA BAR,Manhattan,10014,40.72975093,-74.00421784
DA ADRIANO,Manhattan,10065,40.76321068,-73.95933453
CLINTON STREET BAKING COMPANY,Manhattan,10002,40.72115877,-73.983975
TARALLUCCI E VINO,Manhattan,10024,40.78437419,-73.97369714
2 SISTERS 4 BROTHERS RESTAURANT AND LOUNGE,Manhattan,10029,40.79645299,-73.93645928
LEGACY BAR & GRILL,Manhattan,10040,40.85584727,-73.93308018
BAR PRIMI,Manhattan,10003,40.72574886,-73.9920122
NECTAR RESTAURANT,Manhattan,10028,40.77812894,-73.960813
HASALON,Manhattan,10019,40.76458723,-73.99186674
GRAND YUNNAN INC.,Manhattan,10002,40.71784124,-73.99282483
HARLEM SHARKBAR,Manhattan,10027,40.80920374,-73.94444852
TUMBAO,Manhattan,10002,40.71537086,-73.99163108
COMA BUENO RESTAURANT,Manhattan,10025,40.79949471,-73.96268577
PLANTSHED,Manhattan,10014,40.73813895,-74.0035941
ALL'ANTICO VINAIO,Manhattan,10012,40.72951221,-73.99981238
IFC CENTER,Manhattan,10014,40.73115906,-74.00135306
SUGARFISH,Manhattan,10003,40.73892899,-73.98917789
JUICE GENERATION,Manhattan,10036,40.76052767,-73.99108392
BURGER BROS NY INC.,Manhattan,10037,40.81264166,-73.9419349
ANDIE'S EATS,Manhattan,10012,40.72907853,-74.00100664
MOON KEE,Manhattan,10025,40.79738608,-73.96976961
EPICERIE BOULUD,Manhattan,10022,40.75798223,-73.96917393
BEYOND THE PALE,Manhattan,10012,40.72208757,-73.99659076
THE SISTERYARD,Manhattan,10021,40.77345024,-73.96419876
CHÂTEAU 49,Manhattan,10022,40.75426851,-73.96894826
DINOSAUR BAR-B-QUE,Manhattan,10027,40.81779058,-73.96085097
DAVE'S HOT CHICKEN,Manhattan,10027,40.80969763,-73.95007266
TALLER COCINA,Manhattan,10034,40.86133895,-73.91941986
OLLIES TO GO,Manhattan,10024,40.79043486,-73.97486482
METROGRAPH,Manhattan,10002,40.71494812,-73.99099986
MCDONALDS #39596,Manhattan,10027,40.81596727,-73.95856878
CLINTON HALL 36,Manhattan,10018,40.75002001,-73.98436504
TRACKS,Manhattan,10001,40.74943622,-73.99284306
STARBUCKS #7378,Manhattan,10003,40.73469663,-73.9899255
OLD HOMESTEAD,Manhattan,10011,40.74137222,-74.00503776
AMERICAN LEGION VETERANS POST,Manhattan,10027,40.81397785,-73.94654709
SNJT LLC,Manhattan,10029,40.79095332,-73.94324677
7th Street Burger,Manhattan,10028,40.77933203,-73.95571388
LENWICH,Manhattan,10003,40.73467759,-73.99215907
